@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green                                numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red                                  numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green                         numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red                           numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
2627,1135,1940,513,0,3218,1146,1908,426,0,2366,1316,2262,706,0,2981,1668,3070,967,0,3184,1471,3380,1063,0,2189,1176,2169,830,0,3383,1009,4157,726,0,2558,1036,4723,3174,0,1387,489,1497,363,0,1982,1032,2262,439,0,0.93,0.945,0.937,0.897,0.91,0.917,0.976,0.945,0.943,1.019,1.364,0.632,0.552,0.653,0.691,0.691,0.751,0.482,1.04,1.39,0.67,0.62,0.73,0.75,0.69,0.98,0.79,?,?,no,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
2035,1146,1618,566,1,1999,1154,825,412,0,1680,1184,995,643,0,2135,1430,2465,802,0,2481,1445,7232,1098,0,1899,1204,4960,1002,0,1936,1019,7418,765,0,1862,1189,5454,3277,0,946,475,634,318,0,1443,873,838,385,0,0.817,0.838,0.824,0.898,0.875,0.724,0.922,0.858,0.893,0.334,1.85,1.148,0.334,0.122,0.114,0.123,1.456,1.049,0.84,2.04,1.4,0.42,0.16,0.17,0.13,0.3,1.49,?,?,no,01/05
12399,2303,9707,1684,0,6457,1667,9312,799,0,7115,1516,9479,1111,0,10707,4334,3181,1750,0,15158,2959,3307,1179,0,16418,2318,3254,1600,0,2387,1197,866,618,0,25655,1167,11112,2957,0,15755,876,7620,508,0,30666,1926,1745,524,0,0.899,0.959,0.908,0.899,0.935,0.923,0.642,0.955,0.911,1.122,0.537,0.629,4.055,5.823,7.898,3.112,1.941,21.318,1.25,0.56,0.66,4.45,5.73,8.52,4.79,3,2.09,?,yes,no,01/05/06/07@01/07/01@02/45
1666,1266,900,611,0,2057,1272,925,480,0,1399,1138,770,579,0,2323,1648,3663,1432,0,3540,1960,21895,4870,0,2066,1509,5506,1450,0,1697,1115,7313,1576,0,3581,1640,10946,3637,0,1147,646,984,452,0,1476,980,2337,520,0,0.556,0.728,0.573,0.707,0.836,0.765,0.873,0.867,0.852,0.679,1.213,0.834,0.214,0.076,0.097,0.094,0.811,0.212,1.38,1.76,1.36,0.3,0.09,0.13,0.1,0.26,0.94,?,?,no,10/03/02
5357,1535,3985,776,0,4160,1186,5905,466,0,2793,1141,3455,593,0,3246,1580,1414,794,0,6591,1587,2272,894,0,3341,1598,1529,1048,0,1946,1048,1010,617,0,21385,1254,8824,3292,0,2594,624,3231,460,0,3773,915,1483,441,0,0.908,0.955,0.926,0.895,0.928,0.81,0.907,0.874,0.942,1.109,0.499,0.539,2.43,3.433,3.424,2.02,0.576,2.633,1.19,0.54,0.57,2.68,3.63,3.62,2.28,3.63,0.71,?,?,no,01/01/03/05@01/01/06/06@01/01/09/07@16/19/03@20/01/07@20/03/02/03/01@20/09/13@42/25
6262,1530,6769,1125,0,10192,1323,2401,527,0,7327,1431,2720,829,0,8414,1959,3100,1186,0,13492,2868,3537,1431,0,5823,1276,2574,942,0,12812,2427,7357,1613,0,11279,1589,7790,3693,0,7674,611,1185,441,0,7193,1047,1236,551,0,0.916,0.929,0.926,0.871,0.89,0.884,0.858,0.971,0.95,0.77,4.47,2.875,2.66,4.287,2.566,1.379,9.733,8.365,0.83,4.73,3.11,3.37,5.04,2.78,1.8,2.36,9.49,?,yes,no,12/01/01
3676,1371,2414,698,0,3199,1108,2913,414,0,2225,1103,2250,583,0,3237,1588,2152,890,0,5210,1710,4142,1206,0,2654,1476,1782,1113,0,1818,1030,957,648,0,6404,1340,6710,3112,0,2880,606,2967,446,0,2696,912,1903,393,0,0.866,0.959,0.914,0.945,0.937,0.636,0.848,0.968,0.976,1.193,0.815,0.604,1.199,1.13,1.203,2.095,0.877,1.098,1.34,0.83,0.67,1.3,1.19,1.76,2.55,1.4,0.9,?,?,no,01/06/06/11
6701,1804,4427,1055,0,6053,1330,2686,536,0,4170,1250,2790,628,0,3459,1702,2082,960,0,8378,1794,3781,1002,0,6939,1823,3557,1255,0,3441,1108,1717,717,0,43326,2158,13907,4022,0,5286,942,2506,625,0,6938,964,3705,503,0,0.924,0.903,0.926,0.935,0.948,0.898,0.9,0.911,0.949,1.315,2.059,1.266,1.495,2.286,1.998,2.172,2.068,1.853,1.45,2.19,1.35,1.56,2.36,2.22,2.33,4.16,2.3,?,?,no,12/10
2203,1260,1706,770,0,2475,1418,5516,718,0,1930,1278,1342,662,0,2572,1550,1531,858,0,2481,1429,1548,818,0,1993,1453,1403,1156,0,2575,1126,1456,711,0,1995,1030,4319,3070,0,1108,431,1450,339,0,2574,926,1922,425,0,0.83,0.899,0.843,0.91,0.822,0.229,0.925,0.945,0.951,0.809,0.175,0.765,1.555,1.287,0.496,1.819,0.557,1.054,1,0.22,0.95,1.51,1.44,2.18,1.94,0.77,0.6,?,?,no,01/01/06/05@01/02/03/01@01/02/03/04@01/03/10
2297,1313,1359,599,0,2548,1161,1405,410,0,1570,1074,1061,537,0,2194,1544,1506,866,0,2788,1454,2158,886,0,2062,1501,1564,1095,0,1515,1078,1028,656,0,3485,1184,4367,2933,0,1875,588,1835,444,0,2562,934,1976,433,0,0.766,0.91,0.843,0.871,0.888,0.641,0.752,0.959,0.953,1.082,1.211,0.802,0.925,0.94,0.63,0.937,0.872,1.004,1.29,1.39,0.94,1.01,1.04,1.19,1.17,1.6,0.92,?,?,no,20/01/25@20/03@20/09/04
1760,1124,1274,588,0,2373,1201,1239,518,0,1816,1274,1001,660,0,2378,1852,2648,1394,0,3188,1724,14601,2215,0,2000,1418,6702,1389,0,3171,1364,18641,4684,0,1877,1480,4062,3499,0,1768,604,1191,421,0,1493,895,1510,517,0,0.811,0.892,0.747,0.672,0.871,0.887,0.854,0.967,0.94,0.759,1.402,1.206,0.269,0.102,0.085,0.116,1.486,0.485,0.92,1.62,1.58,0.41,0.11,0.1,0.12,0.7,1.51,?,yes,no,01/06/10@11/02/03/01@11/02/03/04@20/01/13
3840,1514,2415,768,0,4324,2039,2407,1119,0,3894,1619,2481,1005,0,4460,2408,2746,1516,0,5905,1847,3767,1087,0,5481,2705,4193,2077,0,2376,1161,1828,742,0,14664,1216,6903,3145,0,6486,625,2769,463,0,8345,824,2424,382,0,0.891,0.962,0.937,0.869,0.951,0.941,0.931,0.948,0.958,1.312,1.725,1.365,1.329,1.39,1.255,1.005,2.136,3.172,1.41,1.77,1.54,1.66,1.51,1.31,1.11,3.57,2.54,?,?,no,20/01/01/01/01/01@34/01/01/01
2447,1249,1778,588,0,3577,1201,2065,471,0,2383,1148,1686,624,0,2969,1462,2130,746,0,3459,1400,2709,950,0,2906,1470,2662,1134,0,2443,1144,1955,752,0,5336,1368,5587,3273,0,1667,499,1331,405,0,2497,949,1642,450,0,0.896,0.949,0.96,0.946,0.929,0.948,0.968,0.94,0.965,0.846,1.424,1.123,1.036,1.079,0.941,1.076,1.16,1.282,1,1.49,1.16,1.08,1.17,0.93,1.07,1.71,1.26,1,?,no,14/10
2934,1158,2663,618,0,3396,1489,2504,806,0,2440,1336,1915,732,0,3341,1382,3792,786,0,3192,1387,5803,1082,0,2680,1202,5265,938,0,4112,1136,9182,994,0,2659,1068,5289,3157,0,2060,467,1994,357,0,3172,969,3488,423,0,0.938,0.926,0.932,0.906,0.834,0.904,0.92,0.955,0.973,0.837,1.068,0.839,0.591,0.312,0.295,0.329,0.913,0.688,0.86,1.12,0.93,0.65,0.38,0.34,0.36,0.74,0.97,?,?,no,12/01/01@42/16
1624,1140,967,582,0,1582,1044,1036,350,0,1443,1026,1097,568,0,1909,1378,1429,752,0,2136,1329,1955,855,0,1776,1440,1493,1144,0,1603,1226,1185,818,0,1551,968,3616,2858,0,948,523,1544,407,0,1160,857,912,427,0,0.777,0.893,0.875,0.848,0.8,0.607,0.836,0.924,0.839,1.093,0.617,0.617,0.649,0.54,0.562,0.914,0.321,0.415,1.25,0.78,0.78,0.78,0.73,0.96,1.02,0.76,0.37,?,?,no,10/03/04/05@16/01
2727,1238,1741,662,0,2880,1126,2355,388,0,2006,1189,1814,613,0,2714,1770,2365,1020,0,3190,1605,3859,1287,0,2091,1380,2037,1076,0,1659,1076,1225,722,0,4107,1355,6018,3286,0,1602,740,2186,548,0,1865,1006,2382,454,0,0.824,0.908,0.864,0.788,0.876,0.824,0.868,0.959,0.934,1.093,0.797,0.578,0.539,0.498,0.563,1.032,0.488,0.406,1.37,0.89,0.68,0.7,0.61,0.73,1.15,1,0.52,?,?,no,01/03/01@01/03/04@01/04
1462,1208,757,518,0,2366,1356,3119,664,0,1768,1142,5394,594,0,2297,1288,16418,892,0,3968,1470,40004,1497,0,2231,1461,14793,1371,0,1537,1015,6212,726,0,1936,1399,3940,3362,0,1749,648,19390,518,0,1989,1004,25911,684,0,0.137,0.803,0.885,0.878,0.907,0.841,0.736,0.955,0.943,0.131,0.334,0.104,0.057,0.06,0.039,0.061,0.052,0.034,1.06,0.41,0.13,0.06,0.06,0.05,0.09,0.92,0.05,?,?,no,42/01
3961,1447,2705,743,0,3747,1395,1554,562,0,2547,1201,1386,606,0,3449,1614,1807,815,0,4475,1603,2559,1040,0,3431,1615,2044,1132,0,1566,984,894,646,0,6097,1206,6294,3033,0,4224,592,1968,404,0,6389,781,3334,368,0,0.95,0.931,0.918,0.918,0.953,0.899,0.736,0.944,0.964,1.261,2.169,1.589,1.67,1.85,1.99,1.728,2.286,1.846,1.28,2.37,1.72,1.84,1.89,1.99,2.34,1.49,2.32,?,?,no,12/01/01@42/16
1922,1075,1425,525,0,2823,1167,4175,533,0,1992,1154,2221,653,0,2394,1477,2057,827,0,3618,1645,5245,1222,0,1371,1110,1240,804,0,3283,1113,5951,1032,0,4751,1436,5823,3439,0,2451,618,4529,461,0,1910,920,2300,473,0,0.889,0.926,0.9,0.923,0.969,0.655,0.915,0.934,0.958,0.861,0.407,0.447,0.669,0.503,0.328,0.408,0.415,0.537,0.94,0.45,0.53,0.74,0.49,0.59,0.44,1.39,0.45,?,?,no,01/01/09/03@01/02
2206,1332,1273,724,0,3293,1386,1570,498,0,2278,1272,1490,621,0,2373,1309,1506,656,0,6285,2118,6838,1711,0,2671,1627,2414,1149,0,2096,1100,1642,678,0,3503,1218,3882,3081,0,1168,633,1104,464,0,1421,1072,1149,637,0,0.703,0.851,0.867,0.92,0.951,0.926,0.892,0.889,0.679,1.013,1.518,0.972,1.095,0.776,0.7,0.92,0.749,0.499,1.59,1.77,1.15,1.25,0.81,0.82,1.03,2.85,0.83,?,?,no,10/01/09/05@10/03/02@11/02/03/04@14/07/04
3021,1346,1920,774,0,3228,1147,1982,411,0,1976,1094,2164,565,0,2366,1638,2209,1060,0,2934,1432,3511,815,0,2686,1911,2383,1472,0,1825,1178,1353,752,0,3843,1100,4424,2918,0,1178,608,2056,464,0,1641,928,1823,464,0,0.845,0.899,0.913,0.791,0.896,0.636,0.763,0.855,0.909,1.195,1.227,0.508,0.522,0.517,0.487,0.845,0.297,0.474,1.46,1.32,0.55,0.63,0.55,0.85,1.07,1.82,0.35,?,?,no,10/01/05/01
6270,1118,5840,634,0,6603,1213,5755,518,0,6855,1400,4107,792,0,7867,1714,3945,944,0,10397,1541,5228,1098,0,6286,1467,3441,1035,0,10290,1005,7468,681,0,4958,1147,6273,3367,0,6499,511,4882,404,0,7965,997,6748,465,0,0.93,0.883,0.936,0.926,0.924,0.925,0.906,0.956,0.961,0.933,0.961,1.571,1.984,1.98,1.858,1.268,1.285,1.122,0.98,1.02,1.64,2.05,2.14,2,1.36,1.31,1.33,?,?,no,10/03/01@16/03/03@32/01@40/01@42/01@43/01/03/05
4431,1738,3414,1028,0,8259,1549,1424,566,0,3624,1288,1236,648,0,3667,1565,2311,798,0,10678,2292,13668,1936,0,2873,1598,3492,1244,0,2803,1215,3659,799,0,28410,1498,25009,3476,0,5651,658,1163,453,0,4426,1030,1008,527,0,0.761,0.905,0.809,0.904,0.944,0.913,0.871,0.896,0.912,0.861,6.733,3.266,1.2,0.661,0.536,0.499,6.136,6.478,1.12,7.82,3.97,1.38,0.71,0.56,0.55,1.24,7.03,?,?,no,11/04/01@12/01/01@16/19/03
2583,1374,1974,826,0,5286,1756,6040,1595,0,2673,1161,2641,630,0,2969,1458,2619,893,0,6159,2458,5756,2071,0,2227,1415,1906,1163,0,4616,2386,3535,1929,0,3729,1379,5171,3320,0,4984,837,7022,1022,0,2882,1352,4750,1461,0,0.826,0.867,0.934,0.917,0.901,0.854,0.84,0.953,0.928,0.742,0.686,0.7,0.878,0.918,0.931,1.231,0.618,0.411,1.05,0.79,0.75,0.87,1,1.09,1.38,1.26,0.69,?,?,no,01/07/01@01/20/37/01
2752,1452,1757,694,0,2416,1118,1151,409,0,2079,1170,1303,598,0,2992,1879,2094,1152,0,3143,1529,3637,939,0,2961,1802,2945,1338,0,1405,988,1182,578,0,11473,955,8857,3035,0,2610,662,1534,533,0,3611,897,2243,464,0,0.941,0.901,0.851,0.927,0.917,0.935,0.921,0.944,0.966,1.241,1.556,1.078,1.053,0.522,0.602,0.601,1.917,1.486,1.22,1.74,1.28,1.18,0.59,0.72,0.69,1.8,1.94,?,?,no,20/01/01/01/01
2772,1163,2481,662,0,3520,1469,2990,737,0,2429,1421,1907,766,0,3889,1554,4073,946,0,3115,1357,3229,893,0,2668,1242,1938,892,0,4109,1089,5117,780,0,3204,1118,5570,3326,0,1878,449,2291,319,0,2991,914,3851,424,0,0.953,0.882,0.896,0.84,0.865,0.876,0.937,0.963,0.928,0.839,0.828,0.814,0.679,0.656,1.371,0.661,0.712,0.55,0.88,0.91,0.88,0.74,0.75,1.36,0.69,0.92,0.72,?,?,yes,11/02/01@11/02/02@11/02/03/01@42/01
2069,1102,1425,520,0,2512,1243,1950,492,0,1919,1440,1378,798,0,2252,1533,1445,901,0,2216,1457,1622,919,0,1806,1262,1574,934,0,1834,1048,1391,657,0,1275,1016,3458,2966,0,1025,493,1244,384,0,1281,930,884,418,0,0.919,0.949,0.876,0.921,0.921,0.883,0.923,0.932,0.899,1.005,0.834,0.749,1.176,0.981,0.78,0.941,0.551,0.684,1.06,0.87,0.82,1.32,1.07,0.85,1.07,0.52,0.61,?,?,no,01/06/02/01@30/01/09/09@30/01/09/11@32/01/03@34/11/03/13
4781,1868,3521,1225,0,4928,1591,3374,696,0,3601,1419,3037,744,0,5152,2122,4216,1309,0,6015,1758,4731,1018,0,5551,2326,4283,1953,0,1727,1071,1275,687,0,6421,1181,6511,3042,0,4031,654,4008,449,0,5227,991,5615,424,0,0.927,0.938,0.952,0.955,0.942,0.939,0.844,0.987,0.976,1.213,1.189,0.904,0.949,1.146,1.44,0.972,0.96,0.778,1.26,1.24,0.95,1.04,1.14,1.38,1.11,1.51,0.94,?,?,no,12/01@14/04@20/01/10@20/01/21@20/09/01
3223,1392,2146,725,0,3649,1443,2025,610,0,1944,1135,1155,551,0,2558,1808,1685,1122,0,3564,1578,3156,1088,0,2589,1671,2176,1183,0,1386,1076,970,684,0,10937,1231,10844,3113,0,4349,670,2183,492,0,6143,939,2346,410,0,0.858,0.917,0.885,0.749,0.943,0.876,0.741,0.935,0.918,1.05,1.258,1.219,0.917,0.95,0.798,0.815,2.069,2.474,1.28,1.55,1.33,1.33,0.96,0.92,1.08,1.25,2.17,?,?,no,20/03@20/09/07
9372,1268,8672,720,0,11748,1286,7830,495,0,6478,1245,2578,631,0,10755,1836,3209,960,0,18509,2165,4310,1192,0,6035,1430,1967,980,0,5187,1262,1753,730,0,3783,1171,4304,3054,0,5915,674,2785,481,0,6410,976,3729,460,0,0.918,0.92,0.976,0.899,0.918,0.927,0.909,0.937,0.921,0.937,1.36,2.687,3.618,4.895,4.481,3.321,2.19,0.791,1.01,1.42,2.68,3.96,5.24,4.66,3.83,2.08,2.27,?,?,no,16/01@16/06@20/09/16@20/09/18/09/01@32/01/03@42/04/03@43/01/03/05
12906,1490,11517,832,0,15668,1369,6880,547,0,8129,1207,4794,608,0,14427,1738,4361,918,0,28267,2259,6609,1164,0,7987,1495,2886,1106,0,7736,1125,2638,664,0,5518,1095,4872,3032,0,8377,604,3007,438,0,7849,905,993,450,0,0.934,0.921,0.937,0.949,0.938,0.963,0.93,0.981,0.958,1.045,2.128,1.547,3.501,4.605,3.762,2.965,3.01,13.321,1.06,2.25,1.65,3.68,4.77,3.64,3.34,2.4,3.02,?,?,no,20/01/01/01/01/01@20/01/27@20/09/18@32/07@34/01/01/01
3034,1334,2572,750,0,3514,1383,2081,618,0,2972,1700,2304,1172,0,3366,1496,2144,741,0,3477,1636,2295,1066,0,2939,1466,2159,1228,0,4519,1133,2965,859,0,2538,1108,4186,3205,0,1152,415,905,333,0,2785,905,2018,404,0,0.904,0.967,0.922,0.946,0.913,0.904,0.953,0.902,0.914,0.88,1.443,1.075,1.263,1.517,1.545,1.549,1.198,1.131,0.93,1.45,1.12,1.33,1.49,1.58,1.6,1.45,1.28,?,?,no,01/05/25@11/02/03/04@18/02/01/01/05@32/01@42/19
